state	yr	qtr	index_nsa	index_sa	note
MO	1993	4	108.67	108.20	
MO	1994	1	110.73	110.67	
MO	1994	2	112.74	112.03	
MO	1994	3	115.16	114.05	
MO	1994	4	115.58	115.16	
MO	1995	1	115.93	115.77	
MO	1995	2	117.87	117.14	
MO	1995	3	119.85	118.69	
MO	1995	4	120.37	120.02	
MO	1996	1	122.06	121.78	
MO	1996	2	123.68	122.92	
MO	1996	3	125.34	124.14	
MO	1996	4	125.66	125.37	
MO	1997	1	126.50	126.10	
MO	1997	2	127.30	126.51	
MO	1997	3	128.26	127.06	
MO	1997	4	129.21	128.94	
MO	1998	1	130.94	130.49	
MO	1998	2	132.92	132.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1998	3	134.65	133.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1998	4	135.24	134.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	1	137.92	137.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	2	139.82	138.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	3	142.68	141.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	4	142.70	142.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	1	145.20	144.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	2	148.05	146.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	3	150.00	148.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	4	151.12	150.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	1	152.66	152.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	2	156.33	155.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	3	157.97	156.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	4	159.12	158.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	1	160.34	160.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	2	163.23	161.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	3	165.21	163.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	4	167.00	166.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	1	168.32	168.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	2	171.66	170.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	3	173.83	172.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	4	174.89	174.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	1	176.72	176.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	2	181.34	179.77	
MO	2004	3	182.91	180.89	
MO	2004	4	184.99	184.46	
MO	2005	1	186.60	186.96	
MO	2005	2	191.01	189.34	
MO	2005	3	194.60	192.00	
MO	2005	4	195.25	194.84	
MO	2006	1	197.08	197.94	
MO	2006	2	199.27	197.35	
MO	2006	3	201.36	198.24	
MO	2006	4	199.58	199.20	
MO	2007	1	199.35	200.90	
MO	2007	2	201.60	199.29	
MO	2007	3	200.48	197.08	
MO	2007	4	192.81	192.38	
MO	2008	1	187.25	189.38	
MO	2008	2	189.74	187.25	
MO	2008	3	189.13	185.64	
MO	2008	4	178.53	178.11	
MO	2009	1	175.93	178.51	
MO	2009	2	180.92	178.21	
MO	2009	3	180.70	177.07	
MO	2009	4	179.65	179.25	
MO	2010	1	172.31	175.21	
MO	2010	2	177.55	174.73	
MO	2010	3	170.32	166.66	
MO	2010	4	165.69	165.47	
MO	2011	1	161.12	163.96	
MO	2011	2	164.33	161.60	
MO	2011	3	167.98	164.29	
MO	2011	4	161.94	161.97	
MO	2012	1	159.68	162.30	
MO	2012	2	166.37	163.62	
MO	2012	3	168.15	164.30	
MO	2012	4	164.88	165.19	
MO	2013	1	163.76	166.03	
MO	2013	2	171.98	169.18	
MO	2013	3	176.10	172.17	
MO	2013	4	170.78	171.34	
MO	2014	1	171.43	173.31	
MO	2014	2	178.46	175.63	
MO	2014	3	181.58	177.69	
MO	2014	4	181.58	182.29	
MO	2015	1	183.74	185.30	
MO	2015	2	188.36	185.37	
MO	2015	3	190.40	186.67	
MO	2015	4	188.55	189.29	
MO	2016	1	191.31	192.56	
MS	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	2	98.59	98.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	3	97.72	98.12	
MS	1991	4	99.92	100.40	
MS	1992	1	101.73	101.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	2	101.15	101.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	3	101.64	102.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	4	101.59	102.06	
MS	1993	1	102.69	102.84	
MS	1993	2	104.29	104.56	
MS	1993	3	105.32	105.64	
MS	1993	4	106.70	107.17	
MS	1994	1	108.07	108.37	
MS	1994	2	109.74	109.98	
MS	1994	3	111.02	111.30	
MS	1994	4	111.41	111.86	
MS	1995	1	114.11	114.58	
MS	1995	2	114.79	114.99	
MS	1995	3	115.83	116.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1995	4	116.34	116.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	1	117.38	117.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	2	119.39	119.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	3	121.38	121.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	4	122.64	123.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	1	123.11	123.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	2	124.52	124.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	3	125.15	125.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	4	125.83	126.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	1	127.06	127.91	
MS	1998	2	128.91	128.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	3	130.33	130.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	4	132.12	132.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	1	133.35	134.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	2	136.31	136.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	3	137.33	137.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	4	137.66	138.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	1	138.48	139.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	2	140.93	140.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	3	141.73	141.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	4	141.60	142.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	1	142.01	143.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	2	144.63	144.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	3	145.34	145.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	4	145.24	145.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	1	145.33	146.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	2	146.36	146.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	3	148.73	148.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	4	149.24	149.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	1	148.82	150.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	2	151.64	151.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	3	152.01	152.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	4	153.00	153.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	1	154.15	155.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	2	157.17	156.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	3	157.86	158.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	4	159.18	159.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	1	162.12	163.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	2	164.31	164.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	3	168.54	168.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	4	174.59	175.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	1	177.38	179.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	2	182.62	182.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	3	185.45	185.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	4	187.14	187.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	1	189.25	191.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	2	191.93	191.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	3	189.39	189.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	4	189.52	190.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	1	185.78	188.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	2	187.75	186.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	3	183.54	183.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	4	177.91	178.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	1	172.63	175.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	2	175.30	174.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	3	173.81	173.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	4	170.68	171.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	1	166.75	169.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	2	166.55	165.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	3	166.74	165.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	4	162.52	163.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	1	159.53	161.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	2	161.52	160.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	3	161.47	160.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	4	159.80	161.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	1	159.92	161.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	2	162.45	161.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	3	163.66	162.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	4	160.50	162.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	1	161.66	163.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	2	166.68	165.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	3	168.09	167.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	4	163.68	165.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	1	167.21	168.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	2	171.35	170.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	3	172.02	171.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	4	171.24	173.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	1	173.86	175.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	2	178.15	176.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	3	177.29	177.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	4	177.93	180.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2016	1	181.10	182.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	2	101.53	101.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	3	106.16	105.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	4	111.57	110.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	1	110.60	110.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	2	112.51	112.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	3	117.32	116.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	4	120.62	119.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	1	123.24	123.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	2	127.74	127.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	3	131.29	130.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	4	134.85	134.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	1	138.26	138.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	2	142.93	142.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	3	145.22	143.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	4	147.92	147.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	1	149.04	149.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	2	151.61	150.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	3	154.91	153.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	4	154.91	154.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	1	156.00	155.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	2	159.43	158.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	3	161.62	160.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	4	161.53	161.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	1	163.47	163.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	2	164.25	163.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	3	164.53	163.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	4	163.36	163.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	1	165.74	165.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	2	166.50	165.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	3	167.22	165.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	4	168.51	168.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	1	169.60	169.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	2	174.21	172.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	3	176.19	174.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	4	175.78	175.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	1	176.70	176.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	2	180.20	178.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	3	182.34	180.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	4	180.72	180.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	1	186.67	187.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	2	188.80	186.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	3	190.63	188.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	4	192.59	192.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	1	194.31	195.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	2	200.06	197.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	3	202.93	200.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	4	205.78	205.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	1	207.06	207.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	2	216.38	214.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	3	221.48	219.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	4	222.50	222.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	1	225.99	227.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	2	236.10	233.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	3	241.81	239.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	4	245.10	244.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	1	251.18	252.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	2	263.18	260.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	3	269.28	266.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	4	274.81	274.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	1	281.84	283.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	2	291.21	288.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	3	298.52	295.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	4	300.48	300.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	1	302.82	304.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	2	314.91	311.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	3	317.06	313.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	4	318.24	317.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	1	315.20	316.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	2	317.02	313.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	3	316.20	313.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	4	307.41	306.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	1	306.79	307.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	2	308.12	304.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	3	308.44	305.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	4	308.00	307.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	1	303.26	304.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	2	305.10	302.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	3	298.55	295.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	4	292.70	292.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	1	288.49	288.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	2	295.30	292.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	3	294.11	291.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	4	290.29	289.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	1	296.33	296.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	2	301.41	299.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	3	309.29	306.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	4	311.58	310.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	1	317.63	317.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	2	320.10	318.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	3	324.64	321.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	4	328.81	327.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	1	323.36	323.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	2	334.05	332.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	3	339.88	336.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	4	343.68	341.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	1	341.78	342.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	2	346.65	345.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	3	353.58	349.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	4	355.10	352.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2016	1	354.00	355.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
NC	1991	1	100.00	100.00	
NC	1991	2	100.56	100.41	
NC	1991	3	100.56	100.30	
NC	1991	4	101.54	101.05	
NC	1992	1	102.42	102.45	
NC	1992	2	102.90	102.74	
NC	1992	3	103.75	103.45	
NC	1992	4	105.06	104.54	
NC	1993	1	104.26	104.35	
NC	1993	2	105.97	105.77	
NC	1993	3	106.71	106.32	
NC	1993	4	107.93	107.41	
NC	1994	1	109.35	109.54	
NC	1994	2	110.64	110.38	
NC	1994	3	113.14	112.64	
NC	1994	4	114.13	113.64	
NC	1995	1	114.27	114.52	
NC	1995	2	116.06	115.75	
NC	1995	3	116.80	116.20	
NC	1995	4	118.07	117.65	
NC	1996	1	117.78	118.06	
NC	1996	2	120.76	120.38	
NC	1996	3	122.42	121.77	
NC	1996	4	122.28	121.93	
NC	1997	1	123.29	123.57	
NC	1997	2	124.82	124.38	
NC	1997	3	126.83	126.15	
NC	1997	4	128.77	128.48	
NC	1998	1	130.20	130.43	
NC	1998	2	132.04	131.57	
NC	1998	3	133.48	132.77	
NC	1998	4	134.26	134.02	
NC	1999	1	135.17	135.33	
NC	1999	2	137.93	137.46	
NC	1999	3	139.27	138.51	
NC	1999	4	141.14	140.95	
NC	2000	1	141.00	141.11	
NC	2000	2	143.78	143.31	
NC	2000	3	145.46	144.69	
NC	2000	4	145.70	145.49	
NC	2001	1	147.23	147.36	
NC	2001	2	148.64	148.14	
NC	2001	3	150.02	149.23	
NC	2001	4	150.10	149.90	
NC	2002	1	150.92	151.04	
NC	2002	2	152.45	151.94	
NC	2002	3	154.17	153.38	
NC	2002	4	154.80	154.57	
NC	2003	1	155.43	155.56	
NC	2003	2	156.79	156.26	
NC	2003	3	158.15	157.36	
NC	2003	4	159.35	159.09	
NC	2004	1	160.26	160.40	
NC	2004	2	163.47	162.93	
NC	2004	3	165.24	164.38	
NC	2004	4	166.49	166.22	
NC	2005	1	169.16	169.41	
NC	2005	2	172.62	171.99	
NC	2005	3	175.78	174.76	
NC	2005	4	179.07	178.88	
NC	2006	1	181.27	181.66	
NC	2006	2	184.47	183.70	
NC	2006	3	187.78	186.51	
NC	2006	4	189.83	189.72	
NC	2007	1	190.95	191.59	
NC	2007	2	192.46	191.44	
NC	2007	3	193.49	192.03	
NC	2007	4	189.87	189.84	
NC	2008	1	187.81	188.68	
NC	2008	2	189.40	188.22	
NC	2008	3	186.25	184.71	
NC	2008	4	180.96	180.96	
NC	2009	1	178.76	179.89	
NC	2009	2	179.82	178.43	
NC	2009	3	178.95	177.40	
NC	2009	4	176.66	176.65	
NC	2010	1	172.81	174.15	
NC	2010	2	174.11	172.59	
NC	2010	3	170.29	168.82	
NC	2010	4	168.00	167.94	
NC	2011	1	163.87	165.37	
NC	2011	2	164.20	162.61	
NC	2011	3	164.63	163.19	
NC	2011	4	162.04	161.91	
NC	2012	1	160.51	162.09	
NC	2012	2	164.58	162.91	
NC	2012	3	164.66	163.20	
NC	2012	4	165.09	164.92	
NC	2013	1	165.57	167.27	
NC	2013	2	172.00	170.16	
NC	2013	3	173.34	171.77	
NC	2013	4	173.23	173.07	
NC	2014	1	171.11	172.86	
NC	2014	2	176.26	174.33	
NC	2014	3	178.87	177.26	
NC	2014	4	179.90	179.74	
NC	2015	1	179.37	181.12	
NC	2015	2	186.72	184.65	
NC	2015	3	187.55	185.88	
NC	2015	4	188.97	188.82	
NC	2016	1	190.40	192.20	
ND	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	2	104.63	102.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	3	102.85	101.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	4	104.80	102.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	1	104.13	104.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	2	106.82	104.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	3	106.62	104.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	4	108.97	106.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	1	106.74	106.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	2	112.74	110.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	3	115.30	113.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	4	117.71	115.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	1	118.65	118.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	2	120.26	118.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	3	123.42	120.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
