state	yr	qtr	index_nsa	index_sa	Warning
NC	2001	2	149.37	148.64	
NC	2001	3	150.25	149.46	
NC	2001	4	150.05	150.01	
NC	2002	1	151.62	151.43	
NC	2002	2	153.25	152.49	
NC	2002	3	154.82	154.07	
NC	2002	4	155.37	155.35	
NC	2003	1	156.87	156.6	
NC	2003	2	158.44	157.66	
NC	2003	3	159.37	158.67	
NC	2003	4	160.11	160.07	
NC	2004	1	161.9	161.58	
NC	2004	2	165.96	165.14	
NC	2004	3	167.2	166.49	
NC	2004	4	169.52	169.45	
NC	2005	1	173.06	172.84	
NC	2005	2	176.15	175.13	
NC	2005	3	179.33	178.59	
NC	2005	4	182.95	182.87	
NC	2006	1	186.99	186.97	
NC	2006	2	190.71	189.4	
NC	2006	3	194.02	193.16	
NC	2006	4	197.26	197.16	
NC	2007	1	199.35	199.75	
NC	2007	2	202.18	200.4	
NC	2007	3	203.58	202.67	
NC	2007	4	201.62	201.41	
NC	2008	1	200.3	201.25	
NC	2008	2	204.12	202	
NC	2008	3	198.91	197.9	
NC	2008	4	193.31	192.94	
NC	2009	1	197.16	198.73	
NC	2009	2	196.33	193.95	
NC	2009	3	193.15	192.04	
NC	2009	4	189.83	189.42	
NC	2010	1	184.38	186.21	
NC	2010	2	187.82	185.46	
NC	2010	3	182.41	181.15	
NC	2010	4	183.63	183.22	
NC	2011	1	173.48	175.43	
NC	2011	2	176.83	174.56	
NC	2011	3	177.43	176.04	
NC	2011	4	176.81	176.53	
NC	2012	1	173.62	175.54	
NC	2012	2	178.32	176.13	
NC	2012	3	179.24	177.61	
NC	2012	4	177.94	177.9	
NC	2013	1	181.3	183.21	
NC	2013	2	186.8	184.49	
NC	2013	3	188.64	186.79	
NC	2013	4	189.09	189.41	
NC	2014	1	186.48	188.16	
NC	2014	2	195.2	192.83	
NC	2014	3	194.44	192.47	
NC	2014	4	194.6	195.14	
NC	2015	1	198.39	200.05	
NC	2015	2	204.81	202.23	
NC	2015	3	207.99	205.95	
NC	2015	4	206.95	207.64	
NC	2016	1	209.43	211.1	
ND	1991	1	100	100	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	2	101.1	100.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	3	99.14	98.9	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	4	100.73	100.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	1	102.01	102.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	2	104.17	103.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	3	103.78	103.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	4	105.52	105.5	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	1	107.26	107.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	2	110.21	109.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	3	112.72	112.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	4	114.24	114.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	1	115.25	115.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	2	118.45	117.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	3	119.31	118.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	4	119.6	119.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	1	122.12	122.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	2	123.31	122.7	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	3	121.22	120.1	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	4	123.2	123.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	1	123.28	123.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	2	124.44	124	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	3	127.57	126.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	4	126.35	126.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	1	126.42	126.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	2	127.93	127.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	3	131.7	129.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	4	129.87	129.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	1	129.42	129.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	2	132.45	132.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	3	135.87	134.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	4	135.77	135.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	1	135.28	135.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	2	137.06	136.7	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	3	138.32	136.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	4	136.66	136.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	1	139.62	139.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	2	140.04	139.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	3	142.28	140.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	4	138.64	138.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	1	143.54	143.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	2	144.09	143.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	3	144.39	143.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	4	147.79	147.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	1	147.18	147.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	2	151.09	150.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	3	154.77	153.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	4	157.8	157.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	1	158.37	158.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	2	160.94	160.3	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	3	164.49	163.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	4	165.56	164.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	1	166.31	167.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	2	172.32	171.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	3	176.59	174.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	4	178.09	177.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	1	180.89	181.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	2	185.1	184.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	3	189.77	187.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	4	192.4	192.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	1	190.78	191.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	2	200.01	198.7	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	3	202.58	200.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	4	201.69	201.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	1	203.76	204.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	2	208.6	207.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	3	211.5	209.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	4	207.99	207.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	1	210.11	210.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	2	213.48	211.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	3	214.33	212.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	4	213.32	212.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	1	211.13	211.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	2	219.02	217.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	3	216.89	215.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	4	216.89	216.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	1	223.61	224.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	2	220.03	218.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	3	219.16	218.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	4	225.93	224.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	1	225.12	225.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	2	228.76	227.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	3	231.43	230.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	4	235.88	234.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	1	237.82	238.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	2	246.24	245.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	3	252.66	251.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	4	257.21	255.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	1	259.31	259.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	2	263.4	263.4	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	3	272.38	269.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	4	270.9	269.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	1	278.95	279.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	2	282.68	283.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	3	293.65	290.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	4	295.58	294.2	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	1	296.09	296.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	2	299.15	299.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	3	307.44	303.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	4	306.38	305.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2016	1	308.74	309.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
NE	1991	1	100	100	
NE	1991	2	101.72	101.25	
NE	1991	3	102.14	101.59	
NE	1991	4	102.48	102.24	
NE	1992	1	106.31	106.33	
NE	1992	2	107.43	106.93	
NE	1992	3	109.4	108.77	
NE	1992	4	110.88	110.65	
NE	1993	1	112.37	112.44	
NE	1993	2	114.84	114.3	
NE	1993	3	117.11	116.37	
NE	1993	4	120.36	120.15	
NE	1994	1	120.24	120.38	
NE	1994	2	121.64	120.99	
NE	1994	3	124.23	123.41	
NE	1994	4	124.29	124.12	
NE	1995	1	125.64	125.82	
NE	1995	2	128.88	128.14	
NE	1995	3	130.16	129.26	
NE	1995	4	130.74	130.64	
NE	1996	1	131.85	132.07	
NE	1996	2	135.04	134.18	
NE	1996	3	136.87	135.94	
NE	1996	4	137.15	137.11	
NE	1997	1	138.79	138.98	
NE	1997	2	142.08	141.14	
NE	1997	3	142.92	141.95	
NE	1997	4	144.25	144.26	
NE	1998	1	147.24	147.41	
NE	1998	2	148.07	147.08	
NE	1998	3	149.03	148	
NE	1998	4	153.85	153.91	
NE	1999	1	154.11	154.25	
NE	1999	2	156.41	155.43	
NE	1999	3	157.76	156.57	
NE	1999	4	157.07	157.2	
NE	2000	1	158.43	158.57	
NE	2000	2	161.18	160.24	
NE	2000	3	162.75	161.37	
NE	2000	4	162.44	162.65	
NE	2001	1	162.59	162.75	
NE	2001	2	166	165.1	
NE	2001	3	167.75	166.15	
NE	2001	4	166.56	166.85	
NE	2002	1	168.52	168.76	
NE	2002	2	170.95	170.05	
NE	2002	3	173.66	171.84	
NE	2002	4	173.48	173.8	
NE	2003	1	175.75	176.14	
NE	2003	2	178.14	177.16	
NE	2003	3	180.69	178.64	
NE	2003	4	180.09	180.46	
NE	2004	1	182.1	182.75	
NE	2004	2	184.03	182.86	
NE	2004	3	189.47	187.21	
NE	2004	4	188.61	189.01	
NE	2005	1	189.52	190.55	
NE	2005	2	191.29	189.79	
NE	2005	3	194.96	192.58	
NE	2005	4	193.94	194.33	
NE	2006	1	193.62	195.08	
NE	2006	2	199.04	197.11	
NE	2006	3	200.48	198.04	
NE	2006	4	197.32	197.65	
NE	2007	1	197.37	199.28	
NE	2007	2	202.42	200.09	
NE	2007	3	201.03	198.6	
NE	2007	4	196.92	197.25	
NE	2008	1	193.05	195.15	
NE	2008	2	195.65	193.17	
NE	2008	3	193.82	191.52	
NE	2008	4	191.11	191.44	
NE	2009	1	188.75	190.86	
NE	2009	2	195.51	192.93	
NE	2009	3	196.62	194.39	
NE	2009	4	194.83	195.16	
NE	2010	1	189.2	191.17	
NE	2010	2	196.28	193.78	
NE	2010	3	194.01	191.96	
NE	2010	4	187.68	187.85	
NE	2011	1	187.62	189.42	
NE	2011	2	191.2	188.97	
NE	2011	3	192.68	190.76	
NE	2011	4	190.8	190.76	
NE	2012	1	191.77	193.5	
NE	2012	2	197.62	195.6	
NE	2012	3	197.78	195.83	
NE	2012	4	199.8	199.45	
NE	2013	1	201.93	203.82	
NE	2013	2	205.37	203.51	
NE	2013	3	206.97	204.87	
NE	2013	4	209.16	208.45	
NE	2014	1	207.5	209.7	
NE	2014	2	212.23	210.49	
NE	2014	3	217.1	214.77	
NE	2014	4	218.19	217.13	
NE	2015	1	216.58	219.23	
NE	2015	2	225.51	223.75	
NE	2015	3	228.54	225.88	
NE	2015	4	227.82	226.54	
NE	2016	1	224.31	227.34	
NH	1991	1	100	100	
NH	1991	2	98.4	98.72	
NH	1991	3	97.26	97.35	
NH	1991	4	95.69	95.71	
NH	1992	1	95.91	95.97	
NH	1992	2	94.22	94.52	
NH	1992	3	93.27	93.29	
NH	1992	4	93.64	93.65	
NH	1993	1	91.79	91.96	
NH	1993	2	92.36	92.62	
NH	1993	3	92.83	92.73	
NH	1993	4	92.92	92.94	
NH	1994	1	94.38	94.75	
NH	1994	2	93.23	93.4	
NH	1994	3	93.77	93.51	
NH	1994	4	94.15	94.28	
NH	1995	1	92.34	92.85	
NH	1995	2	94.89	94.96	
NH	1995	3	96.2	95.77	
NH	1995	4	95.57	95.79	
NH	1996	1	95.64	96.39	
NH	1996	2	96.97	96.87	
NH	1996	3	99.74	99.18	
NH	1996	4	97.98	98.34	
NH	1997	1	99.48	100.37	
NH	1997	2	102.06	101.81	
NH	1997	3	103.21	102.59	
NH	1997	4	104.3	104.73	
NH	1998	1	105.37	106.44	
NH	1998	2	109.22	108.8	
NH	1998	3	112.29	111.62	
NH	1998	4	113.17	113.63	
NH	1999	1	115.08	116.33	
NH	1999	2	121.14	120.66	
NH	1999	3	123.21	122.45	
NH	1999	4	125.53	125.96	
NH	2000	1	129.56	131.09	
NH	2000	2	135.74	135.19	
NH	2000	3	140.37	139.52	
NH	2000	4	146.3	146.71	
NH	2001	1	148.36	150.16	
NH	2001	2	155.73	155.12	
NH	2001	3	161.7	160.77	
NH	2001	4	163.76	164.13	
NH	2002	1	165.89	167.89	
NH	2002	2	174.54	173.87	
NH	2002	3	182.63	181.69	
NH	2002	4	184.89	185.26	
NH	2003	1	187.82	190	
NH	2003	2	195.3	194.48	
NH	2003	3	199.35	198.47	
NH	2003	4	204.22	204.75	
NH	2004	1	207.54	209.79	
NH	2004	2	214.86	213.74	
NH	2004	3	218.05	217.28	
NH	2004	4	223.42	224.3	
NH	2005	1	226.8	229	
NH	2005	2	233.55	232.02	
NH	2005	3	237.3	236.69	
NH	2005	4	236.83	238.12	
NH	2006	1	234.91	236.91	
NH	2006	2	238.43	236.64	
NH	2006	3	234.96	234.55	
NH	2006	4	228.98	230.29	
NH	2007	1	230.98	232.98	
NH	2007	2	233.82	232	
NH	2007	3	228.7	228.24	
NH	2007	4	221.91	223.05	
NH	2008	1	217.76	219.98	
NH	2008	2	216.55	214.87	
NH	2008	3	210.44	209.88	
NH	2008	4	203.43	204.03	
NH	2009	1	206.71	209.46	
NH	2009	2	206.44	204.88	
NH	2009	3	200.14	199.32	
NH	2009	4	201.75	201.99	
NH	2010	1	193.17	196.36	
NH	2010	2	197.69	196.19	
NH	2010	3	200.29	199.15	
NH	2010	4	195.27	195.32	
NH	2011	1	185.52	189.07	
NH	2011	2	190.42	188.95	
NH	2011	3	191.19	189.67	
NH	2011	4	191.35	191.67	
NH	2012	1	183.42	187.07	
NH	2012	2	190.75	189.18	
NH	2012	3	190.34	188.48	
NH	2012	4	189.23	190.07	
NH	2013	1	189.69	193.29	
NH	2013	2	198.78	197.08	
NH	2013	3	200.1	197.87	
NH	2013	4	196.39	197.92	
NH	2014	1	198.79	202.17	
NH	2014	2	204.76	202.94	
NH	2014	3	207.06	204.66	
NH	2014	4	204.58	206.65	
NH	2015	1	207.91	211.06	
NH	2015	2	211.93	210.08	
NH	2015	3	218.47	215.87	
NH	2015	4	214.53	216.95	
NH	2016	1	215.26	218.34	
NJ	1991	1	100	100	
NJ	1991	2	99.05	99.31	
NJ	1991	3	99.08	99.03	
NJ	1991	4	99.57	99.67	
NJ	1992	1	101.18	101.27	
NJ	1992	2	100.2	100.45	
NJ	1992	3	100.77	100.61	
NJ	1992	4	101.28	101.43	
NJ	1993	1	100.37	100.58	
NJ	1993	2	101.08	101.3	
NJ	1993	3	101.65	101.29	
NJ	1993	4	101.77	102.02	
NJ	1994	1	102.1	102.47	
NJ	1994	2	102.01	102.18	
NJ	1994	3	102.83	102.24	
NJ	1994	4	101.24	101.63	
NJ	1995	1	101.16	101.7	
NJ	1995	2	101.49	101.51	
NJ	1995	3	102.83	102.13	
NJ	1995	4	101.42	101.89	
NJ	1996	1	101.32	102.03	
NJ	1996	2	102.92	102.75	
NJ	1996	3	103.26	102.57	
NJ	1996	4	102.34	102.84	
NJ	1997	1	102.2	103.02	
NJ	1997	2	104.03	103.72	
NJ	1997	3	104.78	104.08	
NJ	1997	4	105.11	105.66	
NJ	1998	1	106.13	107.02	
NJ	1998	2	108.53	108.2	
NJ	1998	3	110.32	109.53	
NJ	1998	4	110.05	110.66	
NJ	1999	1	111.73	112.66	
NJ	1999	2	115.41	115.14	
NJ	1999	3	118.87	117.92	
NJ	1999	4	119.47	120.1	
NJ	2000	1	122.22	123.28	
NJ	2000	2	126.56	126.34	
NJ	2000	3	130.32	129.25	
NJ	2000	4	132.93	133.46	
NJ	2001	1	136.02	137.36	
NJ	2001	2	140.57	140.36	
NJ	2001	3	146.74	145.53	
NJ	2001	4	149.19	149.6	
NJ	2002	1	152.59	154.28	
NJ	2002	2	160.71	160.39	
NJ	2002	3	168.12	166.81	
NJ	2002	4	172.74	173.09	
NJ	2003	1	175.19	177.24	
NJ	2003	2	184.02	183.57	
NJ	2003	3	190.47	189.05	
NJ	2003	4	195.09	195.54	
NJ	2004	1	200.13	202.41	
NJ	2004	2	210.31	209.63	
NJ	2004	3	218.31	216.85	
NJ	2004	4	224.04	224.75	
NJ	2005	1	229.89	232.24	
NJ	2005	2	240.63	239.73	
NJ	2005	3	249.89	248.41	
NJ	2005	4	252.9	253.93	
NJ	2006	1	255.21	257.48	
NJ	2006	2	260.65	259.56	
NJ	2006	3	259.37	258.13	
NJ	2006	4	256.04	257.19	
NJ	2007	1	256.15	258.06	
NJ	2007	2	258.31	257.38	
NJ	2007	3	254.68	253.58	
NJ	2007	4	251.14	252.18	
NJ	2008	1	245.38	247.06	
NJ	2008	2	241.84	241.22	
NJ	2008	3	237.34	236.28	
NJ	2008	4	231.17	231.88	
NJ	2009	1	229.03	230.74	
NJ	2009	2	225.62	225.34	
NJ	2009	3	224.55	223.21	
NJ	2009	4	220.97	221.41	
NJ	2010	1	221.1	223.31	
NJ	2010	2	220.84	220.5	
NJ	2010	3	219.53	217.87	
NJ	2010	4	216.88	217.11	
NJ	2011	1	209.34	212.24	
NJ	2011	2	208.59	207.95	
NJ	2011	3	209.42	207.4	
NJ	2011	4	204.67	205	
NJ	2012	1	200.49	204.01	
NJ	2012	2	206.12	204.85	
NJ	2012	3	206.45	204.34	
NJ	2012	4	204.52	205.03	
NJ	2013	1	202.77	206.72	
NJ	2013	2	211.52	209.82	
NJ	2013	3	213.13	210.89	
NJ	2013	4	210.37	211.09	
NJ	2014	1	208.27	212.29	
NJ	2014	2	217.9	216.08	
NJ	2014	3	217.62	215.43	
NJ	2014	4	216.46	217.18	
NJ	2015	1	215.36	219.29	
NJ	2015	2	218.71	217.19	
NJ	2015	3	222.97	220.68	
NJ	2015	4	220.98	221.64	
NJ	2016	1	217.73	221.55	
NM	1991	1	100	100	
NM	1991	2	101.63	100.84	
NM	1991	3	101.15	100.76	
NM	1991	4	103.36	103.23	
NM	1992	1	106.12	106.16	
NM	1992	2	106.91	106.09	
NM	1992	3	108.43	107.94	
NM	1992	4	110.19	110.08	
NM	1993	1	111.59	111.7	
NM	1993	2	116.13	115.22	
NM	1993	3	118.42	117.77	
NM	1993	4	120.35	120.27	
NM	1994	1	124.96	125.24	
NM	1994	2	127.75	126.65	
NM	1994	3	131.06	130.23	
NM	1994	4	133.1	133.13	
NM	1995	1	133.27	133.63	
NM	1995	2	136.54	135.29	
NM	1995	3	137.9	136.99	
NM	1995	4	136.59	136.66	
NM	1996	1	136.79	137.19	
NM	1996	2	139.78	138.45	
NM	1996	3	139.04	138.16	
NM	1996	4	137.93	137.99	
NM	1997	1	138.76	139.09	
NM	1997	2	141.18	139.9	
NM	1997	3	139.52	138.71	
NM	1997	4	138.81	138.81	
NM	1998	1	139.07	139.31	
NM	1998	2	141.31	140.12	
NM	1998	3	142.49	141.7	
NM	1998	4	143.28	143.23	
NM	1999	1	143.7	143.88	
NM	1999	2	144.29	143.18	
NM	1999	3	145.06	144.25	
NM	1999	4	146.05	145.93	
NM	2000	1	145.07	145.23	
NM	2000	2	146.33	145.33	
NM	2000	3	146.66	145.78	
NM	2000	4	145.52	145.35	
NM	2001	1	148.46	148.7	
NM	2001	2	150.43	149.42	
NM	2001	3	151.59	150.6	
NM	2001	4	150.92	150.78	
NM	2002	1	152.43	152.71	
NM	2002	2	157	155.94	
NM	2002	3	158.9	157.79	
NM	2002	4	160.93	160.81	
NM	2003	1	162.09	162.43	
NM	2003	2	165.86	164.72	
NM	2003	3	169.17	167.96	
NM	2003	4	171.57	171.45	
NM	2004	1	174.24	174.58	
NM	2004	2	179.52	178.33	
NM	2004	3	183.58	182.27	
NM	2004	4	186.34	186.22	
NM	2005	1	192.45	192.72	
NM	2005	2	200.29	199.07	
NM	2005	3	208.37	206.92	
NM	2005	4	214.83	214.66	
NM	2006	1	220.74	220.9	
NM	2006	2	229.32	228.07	
NM	2006	3	235.14	233.59	
NM	2006	4	238.31	238	
NM	2007	1	240.98	240.98	
NM	2007	2	244.12	243.03	
NM	2007	3	243.5	241.98	
NM	2007	4	240.23	239.7	
NM	2008	1	240.74	240.66	
NM	2008	2	237.67	236.9	
NM	2008	3	235.81	234.27	
NM	2008	4	231.41	230.77	
NM	2009	1	223.3	223.24	
NM	2009	2	226.31	225.78	
NM	2009	3	222.57	220.85	
NM	2009	4	222.72	222.14	
NM	2010	1	220	220.13	
NM	2010	2	214.55	214	
NM	2010	3	213.06	211.13	
NM	2010	4	209.02	208.65	
NM	2011	1	205.25	205.66	
NM	2011	2	202.22	201.46	
NM	2011	3	204.6	202.47	
NM	2011	4	201.06	200.98	
NM	2012	1	199.96	200.69	
NM	2012	2	205.56	204.42	
NM	2012	3	205.91	203.44	
NM	2012	4	202.43	202.76	
NM	2013	1	204.89	205.93	
NM	2013	2	208.9	207.33	
NM	2013	3	210.61	207.87	
NM	2013	4	209.1	209.8	
NM	2014	1	208.55	209.8	
NM	2014	2	213.02	211.09	
NM	2014	3	213.21	210.31	
NM	2014	4	214.99	215.95	
NM	2015	1	211.21	212.56	
NM	2015	2	219.5	217.32	
NM	2015	3	223.63	220.61	
NM	2015	4	217.05	218.08	
NM	2016	1	217.22	218.62	
NV	1991	1	100	100	
NV	1991	2	101.04	99.99	
NV	1991	3	100.91	100.08	
NV	1991	4	102.27	101.54	
NV	1992	1	103.11	103.13	
NV	1992	2	102.4	101.33	
NV	1992	3	104.36	103.46	
NV	1992	4	104.79	104.09	
NV	1993	1	104.17	104.2	
NV	1993	2	106.24	105.14	
NV	1993	3	106.44	105.43	
NV	1993	4	106.91	106.28	
NV	1994	1	107.77	107.81	
NV	1994	2	109.58	108.45	
NV	1994	3	110.71	109.54	
NV	1994	4	110.71	110.14	
NV	1995	1	110.75	110.79	
NV	1995	2	113.8	112.67	
NV	1995	3	114.45	113.15	
NV	1995	4	114.11	113.58	
NV	1996	1	114.27	114.28	
NV	1996	2	115.87	114.78	
NV	1996	3	116.47	115.11	
NV	1996	4	116.08	115.54	
NV	1997	1	116.59	116.56	
NV	1997	2	117.86	116.79	
NV	1997	3	119.38	118.03	
NV	1997	4	118.38	117.79	
NV	1998	1	116.71	116.61	
NV	1998	2	119.35	118.32	
NV	1998	3	120.13	118.84	
NV	1998	4	120.7	120.06	
NV	1999	1	121.09	120.91	
NV	1999	2	121.89	120.86	
NV	1999	3	123.72	122.48	
NV	1999	4	124.35	123.66	
NV	2000	1	124.6	124.33	
NV	2000	2	127.06	126.04	
NV	2000	3	127.4	126.14	
NV	2000	4	129.06	128.33	
NV	2001	1	131.58	131.31	
NV	2001	2	134.83	133.75	
NV	2001	3	137.08	135.65	
NV	2001	4	139.02	138.29	
NV	2002	1	141.17	140.93	
NV	2002	2	143.95	142.8	
NV	2002	3	148.28	146.59	
NV	2002	4	150.95	150.25	
NV	2003	1	154.34	154.15	
NV	2003	2	159.22	157.91	
NV	2003	3	167.13	165.04	
NV	2003	4	176.28	175.64	
NV	2004	1	187.83	187.65	
NV	2004	2	207.74	205.95	
NV	2004	3	223.95	221.05	
NV	2004	4	231.74	231.08	
NV	2005	1	241.9	241.68	
NV	2005	2	258.11	255.73	
NV	2005	3	263.18	259.71	
NV	2005	4	271.41	270.88	
NV	2006	1	275.92	275.64	
NV	2006	2	275.17	272.38	
NV	2006	3	273.52	270.09	
NV	2006	4	268.08	267.61	
NV	2007	1	265.26	265	
NV	2007	2	263.59	260.8	
NV	2007	3	253.16	250.03	
NV	2007	4	236.45	235.94	
NV	2008	1	219.27	219.27	
NV	2008	2	200.65	198.49	
NV	2008	3	185.74	183.29	
NV	2008	4	160.82	160.4	
NV	2009	1	151.42	151.71	
NV	2009	2	144.65	143.13	
NV	2009	3	137.49	135.31	
NV	2009	4	134.79	134.48	
NV	2010	1	132.12	132.71	
NV	2010	2	132.89	131.54	
NV	2010	3	131.08	128.58	
NV	2010	4	125.41	125.22	
NV	2011	1	118.77	119.51	
NV	2011	2	116.05	114.98	
NV	2011	3	116.04	113.44	
NV	2011	4	111.98	111.95	
NV	2012	1	112.52	113.3	
NV	2012	2	120.9	119.92	
NV	2012	3	129.16	125.96	
